nurse_id,medical_org,relationship,addr,status
142,深圳市龙岗区第二人民医院甘坑社区健康服务中心,working,龙岗区吉华街道甘坑凉帽综合统建楼一楼,在册
143,深圳龙翔医院,working,龙岗区横岗街道心愉街1号,在册
144,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
145,深圳市龙岗区中医院,working,深圳市龙岗区体育新城大运路1号,在册
146,深圳市龙岗区坂田预防保健所门诊部,working,坂田街道雪岗南路中浩园东苑工业区5号,在册
147,玉春香西医儿科诊所,working,深圳市龙岗区龙岗街道南联社区龙河路十二巷66号,在册
148,谭国秀西医内科诊所,working,深圳市龙岗区布吉街道慢城四期2栋147号,在册
149,深圳龙城医院,working,深圳市龙岗区龙翔大道5132号、龙城街道晨光路128号,在册
150,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
151,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
152,陈树林西医内科诊所（深圳市陈树林西医内科诊所有限公司）,working,宝安区新安街道富通好旺角1栋商铺112号,在册
153,深圳永福医院,working,深圳市宝安区福永街道白石厦社区白石厦路1号101（1-7层）、2号（1-6层、8层、902、10-17层）,在册
154,深圳北京同仁堂中医馆,working,宝安区新安街道办前进路南侧冠城世家1栋2座C1,在册
155,深圳市宝安区沙井人民医院衙边社区健康服务中心,working,宝安区沙井街道衙边社区东岳路沙井应急分队大楼一楼,在册
156,深圳万丰医院,working,深圳市宝安区沙井中心路11号,在册
157,谢仲潮口腔诊所（深圳市宝安区谢仲潮口腔诊所）,working,宝安区新安街道弘雅花园二期一栋A08铺,在册
158,陈晓玲西医妇科诊所,working,宝安区福永街道福围社区福海路1019-1021号,在册
159,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
160,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
161,陈益明西医内科诊所（深圳市陈益明西医内科诊所有限公司）,working,宝安区燕罗街道塘下涌社区一村新区二巷19号102,在册
162,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
163,深圳京大门诊部（深圳京大门诊部有限公司）,working,宝安区沙井街道沙头社区六路东1号,在册
164,深圳市宝安区石岩人民医院,working,深圳市宝安区石岩街道办事处吉祥路11号,在册
165,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
166,深圳市宝安区中医院,working,深圳市宝安区裕安二路21、25号、宝安区新安四路86号,在册
167,深圳信息职业技术学院医务室,working,深圳市龙岗区龙城街道龙翔大道2188号,在册
168,深圳龙城医院,working,深圳市龙岗区龙翔大道5132号、龙城街道晨光路128号,在册
169,深圳台大门诊部,working,深圳市龙岗区平湖街道平湖大街352号,在册
170,深圳宏仁门诊部,working,深圳市龙岗区龙城街道爱联社区A区新陂路68号,在册
171,深圳雪象医院,working,深圳市龙岗区坂田街道雪岗路1136号,在册
172,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
173,深圳雪象医院,working,深圳市龙岗区坂田街道雪岗路1136号,在册
174,深圳市龙岗区龙岗妇幼保健计划生育服务中心专科门诊部,working,深圳市龙岗区龙岗街道南联路64号东门,在册
175,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
176,深圳市龙岗区牛声波西医内科诊所,working,深圳市龙岗区南湾街道南岭村社区南岭东路7号14号铺,在册
177,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
178,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
179,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
180,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
181,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
182,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
183,深圳广生医院,working,深圳市宝安区福海街道新田社区凤塘大道46号和48号,在册
184,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
185,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
186,深圳伟保门诊部（深圳市伟保门诊部有限公司）,working,宝安区西乡街道后瑞村兴业路42号,在册
187,深圳市宝安区中医院,working,深圳市宝安区裕安二路21、25号、宝安区新安四路86号,在册
188,深圳精诚中医馆,working,宝安区新安街道湖滨中路新锦安雅园D区2栋1层21号、2层41-44号,在册
189,深圳伟保门诊部（深圳市伟保门诊部有限公司）,working,宝安区西乡街道后瑞村兴业路42号,在册
190,深圳市宝安区石岩人民医院,working,深圳市宝安区石岩街道办事处吉祥路11号,在册
191,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
192,深圳市宝安区石岩人民医院石龙仔社区健康服务中心,working,宝安区石岩街道石龙社区外环路5号京迪工业园,在册
193,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
194,深圳市宝安区中心血站,working,深圳市宝安区新安街道深圳市宝安中心区N9区,在册
195,深圳市宝安区沙井人民医院沙头社区健康服务中心,working,宝安区沙井街道沙头社区民福路（伯爵酒店北侧旁）,在册
196,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
197,深圳永安门诊部,working,宝安区沙井街道步涌社区东埔路边1栋1-2楼,在册
198,深圳市龙岗区第六人民医院,working,深圳市龙岗区龙岗大道5333号,在册
199,深圳南华门诊部,working,深圳市龙岗区布吉街道莲花路130号莲花山庄综合楼一二楼,在册
200,深圳市龙岗区龙城仁德门诊部,working,深圳市龙岗区龙城街道爱联社区如意路182-184号,在册
201,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
202,深圳慈海医院,working,深圳市龙岗区龙岗街道鹏达路69号、69-2号、69-3号、69-5号,在册
203,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
204,深圳市龙岗区龙岗中学医务室,working,深圳市龙岗区龙岗街道龙园路588号,在册
205,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
206,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
207,深圳市龙岗区第三人民医院六约社区健康服务中心,working,深圳市龙岗区横岗街道六约居委礼耕路9号,在册
208,深圳罗岗医院,working,深圳市龙岗区布吉罗岗工业区罗岗路76号,在册
209,深圳六联医院,working,龙岗区横岗街道六联路1号,在册
210,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
211,刘保田中医内科诊所,working,深圳市龙岗区南湾街道南新社区玉岭花园B16栋1号铺,在册
212,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
213,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
214,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
215,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
216,深圳万丰医院,working,深圳市宝安区沙井中心路11号,在册
217,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
218,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
219,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
220,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
1,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
2,张秀清口腔诊所（深圳市宝安区福永张秀清口腔诊所）,working,宝安区福永街道和平社区和顺新村五巷5号2号铺,在册
3,深圳市宝安区中医院,working,深圳市宝安区裕安二路21、25号、宝安区新安四路86号,在册
4,邓定华中医内科诊所（深圳市宝安区松岗邓定华中医内科诊所）,working,宝安区松岗街道燕川社区燕朝路57号B4宿舍34-36号,在册
5,深圳宝生妇儿科医院,working,深圳市宝安区新安街道新安四路217号,在册
6,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
7,李迅西医内科诊所（深圳市李迅西医内科诊所有限公司）,working,宝安区沙井街道共和社区福和路西五巷35号F栋101号,在册
8,深圳市宝安区中医院,working,深圳市宝安区裕安二路21、25号、宝安区新安四路86号,在册
9,深圳侯世军西医内科诊所,working,宝安区松岗街道沙浦社区沙浦一路91号,在册
10,魏少波口腔诊所（深圳市魏少波口腔诊所有限公司）,working,宝安区西乡街道固戍社区固戍一路617号—3号,在册
11,深圳复亚医院,working,宝安区松岗街道松明大道179号,在册
12,深圳益佳西医内科诊所,working,宝安区航城街道黄田社区大夫天路南四巷21号102,在册
13,深圳市宝安区福永人民医院,working,宝安区福永街道德丰路81号和凤凰社区路口107国道旁,在册
14,深圳同仁妇产医院,working,深圳市宝安区西乡街道宝安大道3180、3186、3188号,在册
15,深圳永福医院,working,深圳市宝安区福永街道白石厦社区白石厦路1号101（1-7层）、2号（1-6层、8层、902、10-17层）,在册
16,深圳圣亚门诊部,working,深圳市龙岗区布吉街道吉华路71号布吉宾馆201、301,在册
17,深圳市龙岗区第五人民医院,working,深圳市龙岗区平湖街道双拥街77号,在册
18,深圳市益尔康健康管理有限公司美益康门诊部,working,深圳市龙岗区坂田街道马安堂社区中兴路105号儒骏大厦1F半层，2F整层,在册
19,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
20,深圳市龙岗区陈慧民西医内科诊所,working,深圳市龙岗区平湖街道力昌社区力元路104号,在册
21,深圳慈海医院,working,深圳市龙岗区龙岗街道鹏达路69号、69-2号、69-3号、69-5号,在册
22,黄小蔺西医妇科诊所,working,深圳市龙岗区龙岗区布吉街道光华社区华龙新村77号101,在册
23,深圳慈海医院,working,深圳市龙岗区龙岗街道鹏达路69号、69-2号、69-3号、69-5号,在册
24,深圳京美门诊部,working,深圳市龙岗区横岗街道大康社区安康路45号,在册
25,深圳港龙妇产医院,working,深圳市龙岗区龙城街道龙岗大道（龙岗段）3012号宏昌大厦A栋、B栋1-5楼,在册
26,深圳市龙岗区第二人民医院万科城社区健康服务中心,working,深圳市龙岗区坂田街道坂雪岗大道万科城听湖居F座1层、一期A区1号楼201、202,在册
27,深圳坂田医院,working,深圳市龙岗区坂田街道布龙路552号,在册
28,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
29,深圳市龙岗区第二人民医院南坑社区健康服务中心,working,深圳市龙岗区坂田街道南坑社区民营街45号,在册
30,深圳市龙岗区第二人民医院大芬社区健康服务中心,working,深圳市龙岗区布吉街道大芬油画街28号,在册
31,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
32,深圳万丰医院,working,深圳市宝安区沙井中心路11号,在册
33,深圳恒生医院,working,深圳市宝安区西乡街道银田路20号,在册
34,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
35,深圳万丰医院,working,深圳市宝安区沙井中心路11号,在册
36,深圳深惠康西医诊所,working,宝安区石岩街道浪心社区塘头大道92号105,在册
37,深圳康顺中医门诊部（深圳市康顺中医门诊部有限公司）,working,宝安区新安街道84区宝安区体育中心游泳馆东区地下室,在册
38,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
39,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
40,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
41,深圳智仁西医诊所,working,宝安区西乡街道黄麻布居委泰安路18号,在册
42,深圳市瑞馨医疗连锁有限公司宽鸿诊所,working,宝安区西乡街道固戍社区固戍一路392固戍一路394,在册
43,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
44,深圳广生医院,working,深圳市宝安区福海街道新田社区凤塘大道46号和48号,在册
45,深圳市宝安区石岩人民医院,working,深圳市宝安区石岩街道办事处吉祥路11号,在册
46,深圳市龙岗中心医院龙岗社区健康服务中心,working,深圳市龙岗区龙岗街道龙岗居委罗福路1号,在册
47,何柒秀西医妇科诊所,working,深圳市龙岗区龙城街道龙西社区对面岭七巷四号,在册
48,深圳市龙岗区第二人民医院下水径社区健康服务中心,working,深圳市龙岗区布吉街道下水径1区2巷1号,在册
49,深圳中海医院,working,深圳市龙岗区布吉街道吉政路25号,在册
50,深圳罗岗医院,working,深圳市龙岗区布吉罗岗工业区罗岗路76号,在册
51,深圳圣亚门诊部,working,深圳市龙岗区布吉街道吉华路71号布吉宾馆201、301,在册
52,深圳山厦医院,working,龙岗区平湖街道平龙西路14号,在册
53,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
54,冯奇集西医内科诊所,working,深圳市龙岗区坪地街道坪东社区同心南路1号117、118,在册
55,深圳龙城医院,working,深圳市龙岗区龙翔大道5132号、龙城街道晨光路128号,在册
56,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
57,深圳市龙岗区中医院,working,深圳市龙岗区体育新城大运路1号,在册
58,深圳市龙岗区龙城妇幼保健计划生育服务中心专科门诊部,working,深圳市龙岗区中心城沙园路38号,在册
59,深圳市龙岗区中医院,working,深圳市龙岗区体育新城大运路1号,在册
60,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
61,深圳恒生医院,working,深圳市宝安区西乡街道银田路20号,在册
62,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
63,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
64,深圳恒生医院,working,深圳市宝安区西乡街道银田路20号,在册
65,深圳市宝安区妇幼保健院,working,深圳市宝安区新安街道玉律路56号,在册
66,深圳恒生医院,working,深圳市宝安区西乡街道银田路20号,在册
67,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
68,深圳市宝安区中医院,working,深圳市宝安区裕安二路21、25号、宝安区新安四路86号,在册
69,深圳市宝安区石岩人民医院应人石社区健康服务中心,working,宝安区石岩街道应人石天宝路车站工业区宿舍三栋一楼、二楼,在册
70,深圳市宝安区福永人民医院,working,宝安区福永街道德丰路81号和凤凰社区路口107国道旁,在册
71,深圳市宝安区福永人民医院,working,宝安区福永街道德丰路81号和凤凰社区路口107国道旁,在册
72,深圳市宝安区福永人民医院,working,宝安区福永街道德丰路81号和凤凰社区路口107国道旁,在册
73,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
74,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
75,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
76,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
77,深圳市龙岗区益民门诊部,working,深圳市龙岗区坪地街道坪东社区同心中路28、35号,在册
78,深圳雪象医院,working,深圳市龙岗区坂田街道雪岗路1136号,在册
79,深圳龙城医院,working,深圳市龙岗区龙翔大道5132号、龙城街道晨光路128号,在册
80,深圳肖传国医院,working,深圳市龙岗区坂田街道坂雪岗大道4035号,在册
81,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
82,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
83,龙岗区实验学校医务室,working,龙岗区中心城爱心路实验学校内,在册
84,黄振英西医妇科诊所,working,深圳市龙岗区坂田街道坂田会堂旁设备楼101,在册
85,深圳市龙岗区骨科医院,working,龙岗区龙岗街道杨梅岗新生西路243号,在册
86,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
87,深圳市龙岗区骨科医院,working,龙岗区龙岗街道杨梅岗新生西路243号,在册
88,深圳市龙岗区第六人民医院坪西社区健康服务中心,working,深圳市龙岗区坪地街道坪西社区西园路90号,在册
391,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
392,深圳市宝安区福永人民医院,working,宝安区福永街道德丰路81号和凤凰社区路口107国道旁,在册
393,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
394,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
395,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
396,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
397,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
398,深圳友谊医院,working,深圳市福田区园岭街道八卦三路37栋、44栋1-3层、49栋,在册
399,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
400,深圳伊甸园诊所,working,深圳市福田区福田街道福山社区福华三路与金田路交界处东南侧卓越世纪中心、皇岗商务中心3号楼3004、3005,在册
401,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
402,深圳中山泌尿外科医院,working,福田区福强路1001,在册
403,北京大学深圳医院,working,深圳市福田区莲花路1120号和龙岗区坂田街道华为百草园,在册
404,深圳市公安局预审监管支队监管医院,working,福田区上梅林环林街16号,在册
405,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
406,北京大学深圳医院,working,深圳市福田区莲花路1120号和龙岗区坂田街道华为百草园,在册
407,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
408,深圳市龙华区疾病预防控制中心门诊部,working,深圳市龙华区龙华街道龙观路96号,在册
409,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
410,深圳市龙华区人民医院,working,深圳市龙华区龙华街道景龙建设路38号、景龙建设路70号（艾柏士楼商办楼首层106号商铺、一楼分隔北侧房屋、二楼房屋及三楼房屋）和景龙建设路74号（允强商厦整栋）,在册
411,深圳御德中医门诊部,working,深圳市龙华区民治街道樟坑居委会樟坑村三区18号1号商铺,在册
412,深圳军龙医院,working,深圳市龙华区龙华街道华达路13号,在册
413,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
414,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
415,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
416,邱伟中医内科诊所,working,深圳市光明新区公明办事处将石社区将围新村186号,在册
417,深圳瑞芙臣医疗美容门诊部,working,深圳市龙华区龙华街道景龙社区东环一路487号1、4、5、6、7、8楼,在册
418,深圳市龙华区妇幼保健计划生育服务中心门诊部,working,深圳市龙华区大浪街道华旺路68号,在册
419,深圳宝田医院,working,深圳市光明新区公明街道茨田埔福庄路2号,在册
420,深圳天美口腔诊所,working,深圳市龙华区龙华街道东环一路1号B栋临街9号铺,在册
421,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
422,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
423,深圳市大族都安健康管理有限公司泰然门诊部,working,深圳市福田区沙头街道车公庙泰然八路深业泰然大厦L2-12,在册
424,深圳市福田区第二人民医院,working,深圳市福田区上梅林中康路27号,在册
425,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
426,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
427,深圳仁爱医院,working,深圳市福田区沙头街道沙尾村金地四路2号和金地工业区107栋,在册
428,深圳大学总医院,working,深圳市南山区桃源街道大学城学苑大道1098号,在册
429,深圳御生堂中医馆,working,南山区爱榕路59号深圳广进化工有限公司二楼,在册
430,深圳市南山区蛇口人民医院,working,深圳市南山区蛇口工业区七路36号,在册
431,深圳市南山区蛇口人民医院,working,深圳市南山区蛇口工业区七路36号,在册
432,屈丽红口腔诊所,working,深圳市福田区福田街道皇御苑C区B地块21栋113,在册
433,深圳美中宜和妇儿科医院,working,深圳市南山区南山街道南新路2059号1-6层整栋,在册
434,深圳华侨城医院,working,深圳市华侨城香山东街10号,在册
435,深圳岭南医院,working,深圳市南山区侨香路4088号美景工业苑１号厂房,在册
436,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
437,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
438,深圳市龙岗区第三人民医院,working,深圳市龙岗区横岗街道松柏路278号,在册
439,深圳市龙岗中心医院龙岗社区健康服务中心,working,深圳市龙岗区龙岗街道龙岗居委罗福路1号,在册
440,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
441,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
442,深圳市龙岗区第六人民医院宜城风景社区健康服务中心,working,深圳市龙岗区龙岗大道3018号宜城风景商铺1层45号,在册
443,中国医学科学院肿瘤医院深圳医院,working,深圳市龙岗区宝荷大道西侧,在册
444,深圳市第三人民医院,working,深圳市龙岗区布澜路29号,在册
445,深圳宝兴医院,working,深圳市龙岗区横岗街道六约社区六和路27号,在册
446,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
447,深圳肖传国医院,working,深圳市龙岗区坂田街道坂雪岗大道4035号,在册
448,深圳市龙岗区第六人民医院六联晨曦社区健康服务中心,working,深圳市龙岗区坪地街道六联社区屯富路14号,在册
449,从桂丽口腔诊所,working,深圳市龙岗区布吉街道吉华路313-16号,在册
450,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
451,深圳市龙岗区第三人民医院,working,深圳市龙岗区横岗街道松柏路278号,在册
452,深圳美颜医疗美容门诊部,working,深圳市罗湖区东门街道东门中路2013号九龙城广场七层7D,在册
453,深圳市孙逸仙心血管医院,working,深圳市罗湖区东门北路1021号和深圳市南山区朗山路12号,在册
454,深圳市中医院京基100社区健康服务中心,working,罗湖区深南东路2016号京基100大厦D栋5楼,在册
455,深圳千叶莲临床心理专科门诊部,working,深圳市罗湖区翠竹路1163号华盐大厦一楼A07、A08,在册
456,深圳瑞尔齿科门诊部,working,深南东路5002号地王写字楼G302单元,在册
457,深圳市人民医院,working,深圳市罗湖区东门北路1017号大院和深圳市南山区龙苑路16号龙珠医院门诊楼一楼东、西侧；深圳市深南东路3046号,在册
458,深圳美颜医疗美容门诊部,working,深圳市罗湖区东门街道东门中路2013号九龙城广场七层7D,在册
459,深圳远东妇产医院,working,深圳市罗湖区南湖街道深南东路2097号,在册
460,深圳远东妇产医院,working,深圳市罗湖区南湖街道深南东路2097号,在册
461,深圳市慢性病防治中心门诊部,working,深圳市罗湖区布心路2021号1号楼，2号楼1-8层,在册
462,深圳思莉医疗美容门诊部,working,深圳市罗湖区桂园街道红岭中路1018号美荔园三层,在册
463,深圳怡康妇产医院,working,深圳市罗湖区桂园街道红桂路1018号武汉大厦1-8层,在册
464,深圳瑞尔齿科门诊部,working,深南东路5002号地王写字楼G302单元,在册
465,深圳博爱医院,working,深圳市罗湖区桂园街道红岭中路2056号,在册
